SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,2983 21st St Unit A,San Francisco,CA,94110,699000,1,1.0,San Francisco,,1711,1900,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/2983-21st-St-94110/unit-A/home/174974900,San Francisco MLS,421540055,N,Y,37.7571598,-122.4142081
MLS Listing,,Condo/Co-op,2981 21st St,San Francisco,CA,94110,1299000,3,2.0,San Francisco,,1711,1900,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/2981-21st-St-94110/home/714512,San Francisco MLS,421540053,N,Y,37.7571395,-122.414101
MLS Listing,,Condo/Co-op,776 Tehama St #9,San Francisco,CA,94103,375000,1,1.0,San Francisco,418,5886,2006,6,897,533,Active,,,http://www.redfin.com/CA/San-Francisco/776-Tehama-St-94103/unit-9/home/22886346,San Francisco MLS,421540153,N,Y,37.7749615,-122.4123732
MLS Listing,,Condo/Co-op,502 Roosevelt Way,San Francisco,CA,94114,1795000,3,2.0,San Francisco,1690,4713,,6,1062,350,Active,,,http://www.redfin.com/CA/San-Francisco/502-Roosevelt-Way-94114/home/671075,San Francisco MLS,421535931,N,Y,37.7634034,-122.44402
MLS Listing,,Single Family Residential,2736 Ortega St,San Francisco,CA,94122,998000,3,2.0,San Francisco,1705,1873,1941,6,585,,Active,,,http://www.redfin.com/CA/San-Francisco/2736-Ortega-St-94122/home/1540932,San Francisco MLS,421539567,N,Y,37.7518175,-122.493092
MLS Listing,,Single Family Residential,2640 Jackson St,San Francisco,CA,94115,14950000,9,7.5,San Francisco,7772,5819,1889,6,1924,,Active,,,http://www.redfin.com/CA/San-Francisco/2640-Jackson-St-94115/home/1999123,San Francisco MLS,421527637,N,Y,37.7921431,-122.4391376
MLS Listing,,Condo/Co-op,3700 Divisadero St #201,San Francisco,CA,94123,1599000,2,2.0,San Francisco,1225,4727,1993,6,1305,725,Active,,,http://www.redfin.com/CA/San-Francisco/3700-Divisadero-St-94123/unit-201/home/1832616,San Francisco MLS,421538579,N,Y,37.8039183,-122.4434356
MLS Listing,,Condo/Co-op,708 Long Bridge St #610,San Francisco,CA,94158,1599000,2,2.0,San Francisco,1309,84866,2016,6,1222,1180,Active,,,http://www.redfin.com/CA/San-Francisco/708-Long-Bridge-St-94158/unit-610/home/109464698,San Francisco MLS,421529536,N,Y,37.7720304,-122.3935768
MLS Listing,,Single Family Residential,2071 18th Ave,San Francisco,CA,94116,1690000,5,5.0,San Francisco,2143,2269,,6,789,,Active,,,http://www.redfin.com/CA/San-Francisco/2071-18th-Ave-94116/home/650855,San Francisco MLS,421540109,N,Y,37.7492623,-122.4753277
MLS Listing,,Multi-Family (2-4 Unit),85 - 87 Diamond St,San Francisco,CA,94114,3200000,4,4.0,San Francisco,3790,3123,1930,6,844,,Active,,,http://www.redfin.com/CA/San-Francisco/85-Diamond-St-94114/home/671925,San Francisco MLS,421539900,N,Y,37.7611039,-122.4368959
MLS Listing,,Multi-Family (2-4 Unit),100 - 104 College Ave,San Francisco,CA,94112,3100000,0,,San Francisco,5472,2391,1912,6,567,,Active,,,http://www.redfin.com/CA/San-Francisco/100-College-Ave-94112/home/148077435,San Francisco MLS,421539390,N,Y,37.7353705,-122.4269607
MLS Listing,,Single Family Residential,116 Bemis St,San Francisco,CA,94131,995000,2,1.0,San Francisco,,2583,1952,6,,,Active,,,http://www.redfin.com/CA/San-Francisco/116-Bemis-St-94131/home/1929887,San Francisco MLS,421539893,N,Y,37.7375923,-122.4301129
MLS Listing,,Condo/Co-op,95 Red Rock Way Unit 207M,San Francisco,CA,94131,609000,0,1.0,San Francisco,592,6833,1972,6,1029,516,Active,,,http://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-207M/home/1457659,San Francisco MLS,421539819,N,Y,37.7463443,-122.4415484
MLS Listing,,Single Family Residential,755 Edinburgh St,San Francisco,CA,94112,1068000,4,1.5,San Francisco,1447,2495,1926,6,738,,Active,,,http://www.redfin.com/CA/San-Francisco/755-Edinburgh-St-94112/home/1559436,San Francisco MLS,421537754,N,Y,37.7171797,-122.4348134
MLS Listing,,Condo/Co-op,655 5th St #14,San Francisco,CA,94107,799000,1,2.0,San Francisco,975,11007,1999,6,819,620,Active,,,http://www.redfin.com/CA/San-Francisco/655-5th-St-94107/unit-14/home/12396769,San Francisco MLS,421531502,N,Y,37.775928,-122.397528
MLS Listing,,Single Family Residential,2232 Bush St,San Francisco,CA,94115,6200000,4,3.5,San Francisco,6374,3188,1919,7,973,,Active,,,http://www.redfin.com/CA/San-Francisco/2232-Bush-St-94115/home/174972855,San Francisco MLS,421540183,N,Y,37.7872091,-122.4341518
MLS Listing,,Condo/Co-op,1776 Sacramento St #305,San Francisco,CA,94109,988000,2,2.0,San Francisco,1091,19662,1992,7,906,841,Active,,,http://www.redfin.com/CA/San-Francisco/1776-Sacramento-St-94109/unit-305/home/1675482,San Francisco MLS,421539972,N,Y,37.7915441,-122.4221102
MLS Listing,,Condo/Co-op,1631 Pierce St,San Francisco,CA,94115,1895000,3,2.5,San Francisco,1504,3625,1886,7,1260,739,Active,,,http://www.redfin.com/CA/San-Francisco/1631-Pierce-St-94115/home/17393416,San Francisco MLS,421540198,N,Y,37.7853135,-122.4366597
MLS Listing,,Townhouse,57 Blair Ter,San Francisco,CA,94107,1050000,3,1.0,San Francisco,1109,882,1984,7,947,270,Active,,,http://www.redfin.com/CA/San-Francisco/57-Blair-Ter-94107/home/737145,San Francisco MLS,421539919,N,Y,37.7511332,-122.3995328
MLS Listing,,Condo/Co-op,218 Corbett Ave,San Francisco,CA,94114,1595000,2,2.0,San Francisco,1675,2966,1902,7,952,366,Active,,,http://www.redfin.com/CA/San-Francisco/218-Corbett-Ave-94114/home/17306179,San Francisco MLS,421540156,N,Y,37.7616168,-122.4435169
MLS Listing,,Condo/Co-op,3620 Cesar Chavez St #301,San Francisco,CA,94110,1279000,2,2.0,San Francisco,1144,,2020,7,1118,618,Active,,,http://www.redfin.com/CA/San-Francisco/3620-Cesar-Chavez-94110/unit-301/home/171040784,San Francisco MLS,421538288,N,Y,37.7483761,-122.4219282
MLS Listing,,Condo/Co-op,214 Arguello Blvd,San Francisco,CA,94118,2099000,4,2.5,San Francisco,2042,2883,1911,7,1028,530,Active,,,http://www.redfin.com/CA/San-Francisco/214-Arguello-Blvd-94118/home/587741,San Francisco MLS,421537981,N,Y,37.786399,-122.458884
MLS Listing,,Multi-Family (2-4 Unit),1296 Dolores St,SAN FRANCISCO,CA,94110,2495000,4,2.0,SAN FRANCISCO,2920,1890,1922,7,854,,Active,,,http://www.redfin.com/CA/San-Francisco/1296-Dolores-St-94110/home/1535336,MLSListings,ML81839789,N,Y,37.7487398,-122.4251891
MLS Listing,,Single Family Residential,100 San Felipe Ave,San Francisco,CA,94127,2495000,4,3.5,Monterey,3465,8398,1928,7,720,,Active,,,http://www.redfin.com/CA/San-Francisco/100-San-Felipe-Ave-94127/home/1873598,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40946193,N,Y,37.7312721,-122.4622706
MLS Listing,,Multi-Family (5+ Unit),2120 Jones St,San Francisco,CA,94133,2600000,0,,San Francisco,4731,2121,1964,7,550,,Active,,,http://www.redfin.com/CA/San-Francisco/2120-Jones-St-94133/home/1506301,San Francisco MLS,421540081,N,Y,37.8009399,-122.4158666
MLS Listing,,Multi-Family (5+ Unit),2100 Jones St,San Francisco,CA,94133,4250000,6,,San Francisco,8193,2896,1912,7,519,,Active,,,http://www.redfin.com/CA/San-Francisco/2100-Jones-St-94133/unit-2102/home/1978470,San Francisco MLS,421540075,N,Y,37.8007593,-122.4157933
MLS Listing,,Condo/Co-op,1521 Sutter St #304,San Francisco,CA,94109,1295000,2,2.0,San Francisco,1075,10328,2008,7,1205,537,Active,,,http://www.redfin.com/CA/San-Francisco/1521-Sutter-St-94109/unit-304/home/21965882,San Francisco MLS,421535481,N,Y,37.786732,-122.4259523
MLS Listing,,Multi-Family (2-4 Unit),427 8th Ave,San Francisco,CA,94118,2399000,4,2.0,San Francisco,3850,2996,1923,7,623,,Active,,,http://www.redfin.com/CA/San-Francisco/427-8th-Ave-94118/home/1245126,San Francisco MLS,421539986,N,Y,37.7802953,-122.4667374
MLS Listing,,Single Family Residential,3132 Laguna St,San Francisco,CA,94123,1795000,2,1.0,San Francisco,,2125,1900,7,,,Active,,,http://www.redfin.com/CA/San-Francisco/3132-Laguna-St-94123/home/1941994,San Francisco MLS,421539174,N,Y,37.8000871,-122.4308795
MLS Listing,,Single Family Residential,85 Corona St,San Francisco,CA,94127,1685000,4,2.5,San Francisco,1955,5658,1923,7,862,3,Active,,,http://www.redfin.com/CA/San-Francisco/85-Corona-St-94127/home/815189,San Francisco MLS,421539331,N,Y,37.7231323,-122.4671797
MLS Listing,,Single Family Residential,1282 Stanyan St,San Francisco,CA,94117,2185000,3,2.0,San Francisco,1977,2250,1907,7,1105,,Active,,,http://www.redfin.com/CA/San-Francisco/1282-Stanyan-St-94117/home/602645,San Francisco MLS,421539721,N,Y,37.7600359,-122.4514345
MLS Listing,,Single Family Residential,1755 39th Ave,SAN FRANCISCO,CA,94122,1099950,3,2.0,SAN FRANCISCO,1203,2962,1943,7,914,,Active,,,http://www.redfin.com/CA/San-Francisco/1755-39th-Ave-94122/home/1872935,MLSListings,ML81839738,N,Y,37.7541292,-122.4981939
MLS Listing,,Multi-Family (2-4 Unit),2570 - 2572 Bryant St,San Francisco,CA,94110,1995000,6,3.0,San Francisco,3638,2600,1925,7,548,,Active,,,http://www.redfin.com/CA/San-Francisco/2570-Bryant-St-94110/home/1455182,San Francisco MLS,421539871,N,Y,37.7532556,-122.4094923
MLS Listing,,Condo/Co-op,112 Russ St,SAN FRANCISCO,CA,94103,899000,2,2.0,SAN FRANCISCO,811,,1908,8,1109,250,Active,,,http://www.redfin.com/CA/San-Francisco/112-Russ-St-94103/home/1272631,MLSListings,ML81839663,N,Y,37.7784443,-122.4081135
MLS Listing,,Single Family Residential,1751 41st Ave,San Francisco,CA,94122,1495000,4,2.0,San Francisco,1650,2996,1941,8,906,,Active,,,http://www.redfin.com/CA/San-Francisco/1751-41st-Ave-94122/home/642566,San Francisco MLS,421537952,N,Y,37.7540979,-122.5003772
MLS Listing,,Single Family Residential,749 Guerrero St,San Francisco,CA,94110,1850000,3,1.5,San Francisco,1575,2430,1909,8,1175,,Active,,,http://www.redfin.com/CA/San-Francisco/749-Guerrero-St-94110/home/1422068,San Francisco MLS,421537214,N,Y,37.7592185,-122.4234356
MLS Listing,,Condo/Co-op,1388 Gough St #1005,San Francisco,CA,94109,1495000,2,2.0,San Francisco,1285,25061,1993,8,1163,1476,Active,,,http://www.redfin.com/CA/San-Francisco/1388-Gough-St-94109/unit-1005/home/891433,San Francisco MLS,421538968,N,Y,37.7859193,-122.4244722
MLS Listing,,Multi-Family (2-4 Unit),517 - 519 Fell,San Francisco,CA,94102,1599000,4,4.0,San Francisco,1934,2121,,8,827,,Active,,,http://www.redfin.com/CA/San-Francisco/517-Fell-St-94102/home/970028,San Francisco MLS,421537957,N,Y,37.7752759,-122.4264072
MLS Listing,,Condo/Co-op,2201 Sacramento #102,San Francisco,CA,94115,1395000,2,2.0,San Francisco,1533,6875,1928,8,910,779,Active,,,http://www.redfin.com/CA/San-Francisco/2201-Sacramento-St-94115/unit-102/home/1914943,San Francisco MLS,421539638,N,Y,37.7902551,-122.4292503
MLS Listing,,Single Family Residential,606 Ellis St,SAN FRANCISCO,CA,94109,1449888,3,2.0,SAN FRANCISCO,1635,2186,1907,9,887,,Active,,,http://www.redfin.com/CA/San-Francisco/606-Ellis-St-94109/home/1914627,MLSListings,ML81834128,N,Y,37.7845939,-122.4164264
MLS Listing,,Multi-Family (2-4 Unit),33 - 37 Bernard St,San Francisco,CA,94133,2498000,5,4.0,San Francisco,2616,1376,1903,9,955,,Active,,,http://www.redfin.com/CA/San-Francisco/33-Bernard-St-94133/home/1570804,San Francisco MLS,421528545,N,Y,37.7963161,-122.4140424
MLS Listing,,Single Family Residential,227 Flood Ave,San Francisco,CA,94112,1295000,2,1.0,San Francisco,2129,2809,1908,9,608,,Active,,,http://www.redfin.com/CA/San-Francisco/227-Flood-Ave-94112/home/1351946,San Francisco MLS,421538941,N,Y,37.7297058,-122.4449766
MLS Listing,,Condo/Co-op,301 Main St Unit 8F,San Francisco,CA,94105,960000,1,1.0,San Francisco,800,76210,2008,9,1200,903,Active,,,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-8F/home/21966810,San Francisco MLS,421523607,N,Y,37.7895974,-122.3911965
MLS Listing,,Condo/Co-op,2230 Pacific Ave #202,San Francisco,CA,94115,799000,1,1.0,San Francisco,755,5308,1949,9,1058,600,Active,,,http://www.redfin.com/CA/San-Francisco/2230-Pacific-Ave-94115/unit-202/home/999137,San Francisco MLS,421539455,N,Y,37.7939728,-122.4321037
MLS Listing,,Condo/Co-op,300 3rd St #923,San Francisco,CA,94107,799000,1,1.0,San Francisco,857,,1990,9,932,723,Active,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-923/home/2016916,San Francisco MLS,421539211,N,Y,37.7835658,-122.3989483
MLS Listing,,Single Family Residential,881 Foerster St,San Francisco,CA,94127,1775000,3,2.0,San Francisco,1590,5283,,9,1116,,Active,,,http://www.redfin.com/CA/San-Francisco/881-Foerster-St-94127/home/687575,San Francisco MLS,421539047,N,Y,37.7362964,-122.4472183
MLS Listing,,Condo/Co-op,1 Jennings Ct,San Francisco,CA,94124,888000,3,2.0,San Francisco,1567,2424,1995,9,567,100,Active,,,http://www.redfin.com/CA/San-Francisco/1-Jennings-Ct-94124/home/1630919,San Francisco MLS,421539640,N,Y,37.717795,-122.397498
MLS Listing,,Condo/Co-op,601 Van Ness Ave #1009,San Francisco,CA,94102,569000,1,1.0,San Francisco,672,105806,1982,10,847,940,Active,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1009/home/1825647,San Francisco MLS,421539652,N,Y,37.7813653,-122.4215253
MLS Listing,,Condo/Co-op,2 Mint Plz #1002,San Francisco,CA,94103,1349000,1,1.0,San Francisco,1199,7776,1926,10,1125,1128,Active,,,http://www.redfin.com/CA/San-Francisco/2-Mint-Plz-94103/unit-1002/home/12397844,San Francisco MLS,421539416,N,Y,37.7831186,-122.4076117
MLS Listing,,Condo/Co-op,1369 - A Natoma St,San Francisco,CA,94103,749000,2,1.0,San Francisco,713,1873,1906,10,1050,350,Active,,,http://www.redfin.com/CA/San-Francisco/1369-Natoma-St-94103/home/174961623,San Francisco MLS,421539619,N,Y,37.7672721,-122.418368
MLS Listing,,Condo/Co-op,475 Hampshire St #6,San Francisco,CA,94110,1595000,2,2.5,San Francisco,1953,3000,2001,10,817,665,Active,,,http://www.redfin.com/CA/San-Francisco/475-Hampshire-St-94110/unit-6/home/12399531,San Francisco MLS,421539586,N,Y,37.7634426,-122.4081192
MLS Listing,,Single Family Residential,135 Hearst Ave,San Francisco,CA,94131,1049000,2,1.0,San Francisco,,2813,1926,10,,,Active,,,http://www.redfin.com/CA/San-Francisco/135-Hearst-Ave-94131/home/996724,San Francisco MLS,421539596,N,Y,37.730569,-122.4405973
MLS Listing,,Multi-Family (2-4 Unit),318 - 320 29th Ave,San Francisco,CA,94121,2995000,7,2.0,San Francisco,3965,2996,1909,10,755,,Active,,,http://www.redfin.com/CA/San-Francisco/318-29th-Ave-94121/unit-320/home/110028044,San Francisco MLS,421534430,N,Y,37.7832879,-122.4889318
MLS Listing,,Condo/Co-op,425 1st St #3304,San Francisco,CA,94105,799000,1,1.0,San Francisco,605,56024,2008,10,1321,1128,Active,,,http://www.redfin.com/CA/San-Francisco/425-1st-St-94105/unit-3304/home/17304372,San Francisco MLS,421538424,N,Y,37.785708,-122.392204
MLS Listing,,Single Family Residential,215 Capitol Ave,San Francisco,CA,94112,949000,3,1.0,San Francisco,1089,1663,1955,10,871,,Active,,,http://www.redfin.com/CA/San-Francisco/215-Capitol-Ave-94112/home/831218,San Francisco MLS,421538859,N,Y,37.7126229,-122.4592189
MLS Listing,,Condo/Co-op,637 Powell St #102,San Francisco,CA,94108,1199000,3,2.0,San Francisco,,3920,1923,10,,889,Active,,,http://www.redfin.com/CA/San-Francisco/637-Powell-St-94108/unit-102/home/1973790,San Francisco MLS,421531689,N,Y,37.790666,-122.4090968
MLS Listing,,Condo/Co-op,701 - 1 Hampshire St,San Francisco,CA,94110,589000,1,1.0,San Francisco,600,,1961,10,982,422,Active,,,http://www.redfin.com/CA/San-Francisco/701-Hampshire-St-94110/unit-4/home/174960159,San Francisco MLS,421539550,N,Y,37.7603979,-122.4078827
MLS Listing,,Condo/Co-op,1875 Mission St #406,San Francisco,CA,94103,799000,2,1.0,San Francisco,631,11181,2014,10,1266,594,Active,,,http://www.redfin.com/CA/San-Francisco/1875-Mission-St-94103/unit-406/home/109315389,San Francisco MLS,421538940,N,Y,37.7671306,-122.4194657
MLS Listing,,Condo/Co-op,1 Stanyan St #43,San Francisco,CA,94118,1325000,2,2.0,San Francisco,,,2018,10,,556,Active,,,http://www.redfin.com/CA/San-Francisco/1-Stanyan-St-94118/unit-43/home/173332086,San Francisco MLS,421539508,N,Y,37.7812022,-122.4564551
MLS Listing,,Condo/Co-op,1371 Dolores St,San Francisco,CA,94110,1495000,3,2.0,San Francisco,1506,1993,1949,10,993,350,Active,,,http://www.redfin.com/CA/San-Francisco/1371-Dolores-St-94110/home/40143074,San Francisco MLS,421521818,N,Y,37.74749,-122.424382
MLS Listing,,Single Family Residential,3311 Jackson St,San Francisco,CA,94118,5995000,3,2.5,San Francisco,3026,2495,1928,10,1981,,Active,,,http://www.redfin.com/CA/San-Francisco/3311-Jackson-St-94118/home/1627455,San Francisco MLS,421539201,N,Y,37.7904003,-122.4494299
MLS Listing,,Condo/Co-op,380 10th St #3,San Francisco,CA,94103,1085000,1,2.0,San Francisco,1343,15831,2004,10,808,770,Active,,,http://www.redfin.com/CA/San-Francisco/380-10th-St-94103/unit-3/home/1641227,San Francisco MLS,421539345,N,Y,37.7716576,-122.4118402
